1000
1000
0|0000000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000000000301|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000000000301|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000000000301|1000000000000000002|2000000000000000003|300000000000000000
0|0002000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0002000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0030000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000020000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000020000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000003000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000003000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000003000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0200000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0200000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0300000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000200000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000200000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000300000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000300000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000300000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000300000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000300000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000300000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0002000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0002000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0003000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000002000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000002000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000002000001|1000000000000000002|2000000000000000003|300000000000000000
0|0000000000002000001|1000000000000000002|2000000000000000003|300000000000000000
0|0-330000000002000001|1000000000000000002|2000000000000000003|300000000000000000
0|0020000000000000001|1000000000000000002|2000000000000000003|300000000000000000
0|0020000000000000001|1000000000000000002|2000000000000000003|300000000000000000
